"iteration","training-loss","Grouped runs - lm-loss-training/lm loss__MIN","Grouped runs - lm-loss-training/lm loss__MAX"
"451","2.164872169494629","2.164872169494629","2.164872169494629"
"452","2.1847169399261475","2.1847169399261475","2.1847169399261475"
"453","2.1600868701934814","2.1600868701934814","2.1600868701934814"
"454","2.1734886169433594","2.1734886169433594","2.1734886169433594"
"455","2.162076234817505","2.162076234817505","2.162076234817505"
"456","2.1583914756774902","2.1583914756774902","2.1583914756774902"
"457","2.1531379222869873","2.1531379222869873","2.1531379222869873"
"458","2.17158842086792","2.17158842086792","2.17158842086792"
"459","2.1626906394958496","2.1626906394958496","2.1626906394958496"
"460","2.1725382804870605","2.1725382804870605","2.1725382804870605"
"461","2.1655287742614746","2.1655287742614746","2.1655287742614746"
"462","2.157667398452759","2.157667398452759","2.157667398452759"
"463","2.1638593673706055","2.1638593673706055","2.1638593673706055"
